script_id,title,year,gross,writer,producer,director,total female words,total male words,percentage female,percentage male
4540,Little Miss Sunshine,2006,79,m,m,m,2852,5594,34%,66%
4549,The Lookout,2007,5,m,m,m,1193,10552,10%,90%
4554,The Lorax,2012,233,m,m,m,901,4266,17%,83%
4575,Made in Dagenham,2010,1,m,m,m,6394,3492,65%,35%
4596,Maria Full of Grace,2004,9,m,m,m,5364,2635,67%,33%
4605,Mean Girls,2004,120,f,f,m,6490,1415,82%,18%
4608,Memoirs of a Geisha,2005,77,f,m,m,4204,1686,71%,29%
4619,Michael Clayton,2007,61,m,m,m,1158,6538,15%,85%
4647,Mother and Child,2009,1,m,f,m,8093,1556,84%,16%
4648,The Mothman Prophecies,2002,52,m,m,m,2182,7502,23%,77%
4661,The Mummy: Tomb of the Dragon Emperor,2008,123,m,m,m,3499,4660,43%,57%
4684,National Treasure,2004,242,m,m,m,1013,6661,13%,87%
4686,Nebraska,2013,18,m,m,m,2369,6135,28%,72%
4690,Never Let Me Go,2010,2,m,m,m,5047,1432,78%,22%
4725,Nowhere Boy,2009,1,f,m,f,2042,2575,44%,56%
4727,The Number 23,2007,44,m,m,m,1687,5039,25%,75%
4730,"O Brother, Where Art Thou?",2000,73,m,m,m,312,8450,4%,96%
4787,The Place Beyond the Pines,2012,23,m,m,m,1860,9051,17%,83%
4812,Possession,2002,15,m,m,m,4506,2202,67%,33%
4815,The Prestige,2006,70,m,m,m,1292,8090,14%,86%
4829,Public Enemies,2009,112,m,m,m,1132,6857,14%,86%
4844,Rabbit Hole,2010,2,m,f,m,4028,2120,66%,34%
4853,Ratatouille,2007,260,m,m,m,1054,7243,13%,87%
4863,Rent,2005,39,m,m,m,3014,5602,35%,65%
4866,Requiem for a Dream,2000,5,m,m,m,3550,4910,42%,58%
4871,Return to Me,2000,52,f,m,f,1748,3938,31%,69%
4874,The Ring,2002,193,m,m,m,4150,2198,65%,35%
4896,Wild Things: Diamonds in the Rough,2005,,m,m,m,3890,2886,57%,43%
4899,The Rules of Attraction,2002,9,m,m,m,2591,7308,26%,74%
4918,Scary Movie 2,2001,109,m,m,m,4097,5751,42%,58%
4925,The Secret Life of Walter Mitty,2013,62,m,m,m,1114,6720,14%,86%
4928,Secretariat,2010,65,m,m,m,4534,4781,49%,51%
4949,Short Term 12,2013,1,m,m,m,3458,3904,47%,53%
4963,A Single Man,2009,10,m,m,m,1047,4874,18%,82%
4988,Solaris,2002,22,m,m,m,2274,3797,37%,63%
4992,The Wedding Date,2005,42,f,f,f,5664,4219,57%,43%
5001,The Sorcerer's Apprentice,2010,69,m,m,m,1072,6849,14%,86%
5038,Star Trek: Nemesis,2002,64,m,m,m,950,9305,9%,91%
5066,Stuart Little 2,2002,96,m,m,m,1781,3938,31%,69%
5083,Sweeney Todd: The Demon Barber of Fleet Street,2007,66,m,f,m,3375,5275,39%,61%
5142,The Town,2010,101,m,f,m,2716,9466,22%,78%
5145,Toy Story 3,2010,457,m,f,m,2429,7697,24%,76%
5163,The Twilight Saga: Eclipse,2010,331,f,m,m,957,1411,40%,60%
5164,The Twilight Saga: New Moon,2009,344,f,m,m,8778,9276,49%,51%
5170,Away We Go,2009,10,m,f,m,5067,6226,45%,55%
5183,Vantage Point,2008,87,m,m,m,1300,2599,33%,67%
5185,Vicky Cristina Barcelona,2008,28,m,f,m,6533,7090,48%,52%
5186,The Village,2004,159,m,m,m,2219,1447,61%,39%
5209,We Need to Talk About Kevin,2011,1,f,f,f,3516,3518,50%,50%
5221,Where the Wild Things Are,2009,89,m,m,m,1431,4332,25%,75%
5222,Whip It,2009,15,f,f,f,5761,1896,75%,25%
5238,Winter's Bone,2010,7,f,f,f,3347,2240,60%,40%
5248,X-Men 2,2003,310,m,m,m,682,3182,18%,82%
5256,The Young Victoria,2009,12,m,f,m,5587,6054,48%,52%
5300,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,396,m,m,m,1842,2805,40%,60%
5315,Girl with a Pearl Earring,2003,16,f,m,m,4362,3916,53%,47%
5368,A Most Violent Year,2014,6,m,m,m,1644,10130,14%,86%
5373,Amour,2012,,m,m,m,2294,4183,35%,65%
5376,Another Year,2010,3,m,f,m,8280,5715,59%,41%
5378,August: Osage County,2013,40,m,m,m,11625,3380,77%,23%
5381,Before Midnight,2013,8,m,f,m,7529,7977,49%,51%
5383,Belle,2013,11,m,m,f,4586,4228,52%,48%
5385,Birdman or (The Unexpected Virtue of Ignorance),2014,45,m,f,m,3023,6884,31%,69%
5386,Boyhood,2014,27,m,f,m,5926,10675,36%,64%
5388,Bridge of Spies,2015,74,m,m,m,272,8959,3%,97%
5392,Coraline,2009,87,m,m,m,4436,1648,73%,27%
5397,Dear White People,2014,4,m,f,m,4131,7000,37%,63%
5399,Enough Said,2013,18,f,f,f,5673,2121,73%,27%
5400,Ex Machina,2015,26,m,m,m,1143,6455,15%,85%
5401,Far from the Madding Crowd,2015,12,m,f,m,3067,3473,47%,53%
5404,Frankenweenie,2012,38,m,f,m,1219,2952,29%,71%
5408,Get on Up,2014,32,m,m,m,264,7328,3%,97%
5410,Grandma,2015,7,m,m,m,6909,818,89%,11%
5416,Hyde Park on Hudson,2012,6,m,m,m,3558,3329,52%,48%
5418,I'll See You in My Dreams,2015,7,m,m,m,7170,2446,75%,25%
5419,The Imitation Game,2014,97,m,f,m,1836,8798,17%,83%
5420,Infinitely Polar Bear,2014,1,f,m,f,4583,4361,51%,49%
5423,Into the Woods,2014,136,m,m,m,3652,3535,51%,49%
5424,Inside Out,2015,367,m,m,m,4836,2696,64%,36%
5431,Locke,2013,1,m,m,m,827,8226,9%,91%
5432,Learning to Drive,2014,3,f,f,f,3064,3208,49%,51%
5435,Love Is Strange,2014,2,m,m,m,2296,7766,23%,77%
5440,Me and Earl and the Dying Girl,2015,6,m,m,m,2585,7326,26%,74%
5448,Mr. Turner,2014,4,m,m,m,3117,6134,34%,66%
5456,Pawn Sacrifice,2014,2,m,m,m,752,6724,10%,90%
5458,Please Give,2010,4,f,m,f,6214,1278,83%,17%
5467,Slow West,2015,,m,f,m,0,1707,0%,100%
5468,Smashed,2012,,f,f,m,5010,3115,62%,38%
5471,Spring Breakers,2012,15,m,m,m,1185,734,62%,38%
5472,St. Vincent,2014,46,m,m,m,1924,5672,25%,75%
5473,Steve Jobs,2015,18,m,m,m,4925,15636,24%,76%
5476,Suffragette,2015,4,f,m,f,3791,2447,61%,39%
5477,The American,2010,39,m,f,m,1419,3193,31%,69%
5478,Testament of Youth,2014,1,f,f,m,5190,3058,63%,37%
5481,The Boxtrolls,2014,54,f,m,m,1084,4147,21%,79%
5482,The Croods,2013,200,m,f,m,2125,5019,30%,70%
5485,The End of the Tour,2015,3,m,m,m,304,3117,9%,91%
5489,The Great Gatsby,2013,155,m,m,m,1840,8662,18%,82%
5492,The Invisible Woman,2013,1,f,f,m,2873,1581,65%,35%
5496,The Big Short,2015,62,m,m,m,1449,8064,15%,85%
5501,The Grand Budapest Hotel,2014,62,m,m,m,105,8252,1%,99%
5502,The Theory of Everything,2014,38,m,m,m,1806,4099,31%,69%
5509,Wadjda,2012,1,f,f,f,6800,1011,87%,13%
5515,Woman in Gold,2015,34,m,f,m,5047,6685,43%,57%
5516,Wreck-It Ralph,2012,206,m,m,m,2358,5333,31%,69%
5532,The Fast and the Furious,2001,222,m,m,m,699,5416,11%,89%
5803,Amélie,2001,51,m,m,m,3887,3093,56%,44%
5820,A Beautiful Mind,2001,262,m,m,m,1496,6487,19%,81%
5847,City of God,2002,11,m,f,m,771,7610,9%,91%
5930,Million Dollar Baby,2004,140,m,m,m,2035,8517,19%,81%
6000,There Will Be Blood,2007,50,m,m,m,0,8052,0%,100%
6029,Pixels,2015,81,m,m,m,406,1055,28%,72%
6030,2 Guns,2013,80,m,m,m,583,9206,6%,94%
6037,Arthur Christmas,2011,50,m,f,f,250,3530,7%,93%
6038,Click,2006,181,m,m,m,1575,7856,17%,83%
6039,Cloudy with a Chance of Meatballs 2,2013,128,f,m,m,1460,7132,17%,83%
6040,Captain Phillips,2013,114,m,m,m,487,6618,7%,93%
6042,Friends with Benefits,2011,61,m,f,m,4084,3703,52%,48%
6050,Monster House,2006,97,m,m,m,2086,4218,33%,67%
6052,Pompeii,2014,24,f,m,m,1537,5045,23%,77%
6054,Resident Evil: Retribution,2012,46,m,m,m,2622,2206,54%,46%
6056,Sparkle,2012,26,f,m,m,5326,4048,57%,43%
6058,Salt,2010,130,m,m,m,1802,3929,31%,69%
6059,The Smurfs,2011,156,m,f,m,2019,6491,24%,76%
6060,The Smurfs 2,2013,75,m,f,m,1858,5441,25%,75%
6063,The Tourist,2010,74,m,m,m,999,3174,24%,76%
6066,White House Down,2013,78,m,m,m,1748,7807,18%,82%
6092,Interstellar,2014,200,m,m,m,2276,7187,24%,76%
6095,The Equalizer,2014,108,m,m,m,772,3555,18%,82%
6108,The Mist,2007,32,m,m,m,3560,9211,28%,72%
6121,The Expendables 2,2012,92,m,m,m,538,5082,10%,90%
6150,No Country for Old Men,2007,93,m,m,m,1215,7105,15%,85%
6156,Ouija,2014,54,f,m,m,5783,1878,75%,25%
6190,Wrong Turn,2003,22,m,m,m,2154,3442,38%,62%
6193,Kill Bill: Vol. 2,2004,92,m,m,m,2530,5283,32%,68%
6213,Charlie Bartlett,2007,4,m,f,m,1426,5730,20%,80%
6215,Nick and Norah's Infinite Playlist,2008,38,f,m,m,1526,4129,27%,73%
6270,Fury,2014,91,m,m,m,0,6838,0%,100%
6271,Gone Girl,2014,178,f,f,m,6451,4805,57%,43%
6300,Horns,2013,,m,m,m,1997,8335,19%,81%
6302,Killing Them Softly,2012,16,m,m,m,0,16153,0%,100%
6313,Red Dragon,2002,139,m,m,m,1074,3217,25%,75%
6315,Hannibal Rising,2007,35,m,m,m,737,4024,15%,85%
6331,Pacific Rim,2013,109,m,m,m,2625,7084,27%,73%
6360,28 Days Later...,2002,67,m,m,m,1304,3309,28%,72%
6401,"Synecdoche, New York",2008,3,m,m,m,6089,5324,53%,47%
6407,Adaptation.,2002,33,f,m,m,2863,6817,30%,70%
6410,Take This Waltz,2011,1,f,f,f,4404,4061,52%,48%
6420,Dredd,2012,14,m,m,m,1838,3298,36%,64%
6486,The A-Team,2010,85,m,m,m,529,7190,7%,93%
6495,Jack Reacher,2012,87,m,m,m,2908,3057,49%,51%
6515,Gosford Park,2001,63,m,m,m,5387,5321,50%,50%
6522,End of Watch,2012,44,m,m,m,1156,7372,14%,86%
6527,Cake,2014,1,m,f,m,5276,946,85%,15%
6529,Lucy,2014,135,m,f,m,3143,2827,53%,47%
6537,1408,2007,91,m,m,m,284,3039,9%,91%
6552,Dreamcatcher,2003,48,m,m,m,123,4341,3%,97%
6568,Hannibal,2001,253,f,m,m,2265,5343,30%,70%
6571,The Girl with the Dragon Tattoo,2011,113,m,f,m,3713,8965,29%,71%
6605,Art School Confidential,2006,4,m,m,m,1604,5638,22%,78%
6614,Cosmopolis,2012,0,m,m,m,2278,6498,26%,74%
6622,The Wolfman,2010,68,m,m,m,1356,7630,15%,85%
6634,The Hundred-Foot Journey,2014,57,m,m,m,2791,3113,47%,53%
6649,Prometheus,2012,137,m,m,m,1746,3490,33%,67%
6672,Hulk,2003,190,m,m,m,545,8096,6%,94%
6679,Spider-Man 2,2004,522,m,m,m,2110,6488,25%,75%
6724,The Way of the Gun,2000,9,m,m,m,1878,9754,16%,84%
6747,In Time,2011,41,m,m,m,1216,4560,21%,79%
6752,Team America: World Police,2004,45,m,m,m,575,1073,35%,65%
6815,The Life Aquatic with Steve Zissou,2004,33,m,m,m,1821,11486,14%,86%
6816,The Royal Tenenbaums,2001,80,m,m,m,1581,6016,21%,79%
6822,A Scanner Darkly,2006,7,m,m,m,2171,9556,19%,81%
6827,The Zero Theorem,2013,,m,m,m,1901,6494,23%,77%
6832,The Darjeeling Limited,2007,15,m,m,m,1093,6798,14%,86%
6833,Match Point,2005,31,m,f,m,8158,11630,41%,59%
6845,Taken,2008,175,m,m,m,1812,5337,25%,75%
6854,The Squid and the Whale,2005,9,m,m,m,1675,4021,29%,71%
6864,Kick-Ass,2010,52,f,m,m,1625,8195,17%,83%
6867,Inherent Vice,2014,8,m,m,m,4888,10564,32%,68%
6903,The Lunchbox,2013,4,m,m,m,1951,3311,37%,63%
6905,Whiplash,2014,13,m,m,m,497,8395,6%,94%
6907,Wild,2014,40,m,m,m,7105,2736,72%,28%
6908,The Judge,2014,50,m,m,m,1261,9648,12%,88%
6910,Big Eyes,2014,15,m,m,m,3125,5218,37%,63%
6911,Still Alice,2014,19,m,f,m,5537,3514,61%,39%
6912,The Babadook,2014,0,f,f,f,4675,1798,72%,28%
6916,Before Sunset,2004,8,m,f,m,5030,3993,56%,44%
6918,Exodus: Gods and Kings,2014,69,m,m,m,114,5467,2%,98%
6919,Oculus,2013,29,m,m,m,3962,2608,60%,40%
6962,Seeking a Friend for the End of the World,2012,7,f,f,f,2790,4154,40%,60%
6965,Frost/Nixon,2008,22,m,m,m,492,13136,4%,96%
6968,Inside Man,2006,117,m,m,m,1916,10690,15%,85%
7057,Super,2010,,m,f,m,2231,4267,34%,66%
7058,Scooby-Doo,2002,229,m,m,m,2224,6008,27%,73%
7093,True Grit,2010,188,m,m,m,3200,4602,41%,59%
7104,The Ward,2010,,m,m,m,2931,1377,68%,32%
7126,Shopgirl,2005,13,m,m,m,3308,3087,52%,48%
7130,Killer Joe,2011,2,m,m,m,2392,6661,26%,74%
7149,My Bloody Valentine,2009,59,m,m,m,1287,3267,28%,72%
7157,Jennifer's Body,2009,18,f,m,f,7381,2447,75%,25%
7171,The Ides of March,2011,44,m,m,m,1441,9172,14%,86%
7174,Friday the 13th,2009,75,m,m,m,1671,2958,36%,64%
7214,The Aviator,2004,144,m,m,m,2608,12159,18%,82%
7216,Cabin Fever 2: Spring Fever,2009,,m,m,m,1130,6320,15%,85%
7231,Predators,2010,57,m,f,m,561,1971,22%,78%
7243,Black Hawk Down,2001,167,m,m,m,0,7647,0%,100%
7247,The Good Shepherd,2006,79,m,m,m,780,9212,8%,92%
7251,A Perfect Getaway,2009,17,m,m,m,1388,4685,23%,77%
7252,Riddick,2013,44,m,f,m,523,4431,11%,89%
7278,Tower Heist,2011,85,m,m,m,753,6317,11%,89%
7298,The Spectacular Now,2013,7,m,m,m,3338,7396,31%,69%
7302,Tucker and Dale vs. Evil,2010,,m,m,m,1481,5703,21%,79%
7307,Maps to the Stars,2014,,m,m,m,4136,3360,55%,45%
7329,Ghost Town,2008,15,m,m,m,2258,9996,18%,82%
7330,Indiana Jones and the Kingdom of the Crystal Skull,2008,384,m,f,m,1977,8723,18%,82%
7332,Mortdecai,2015,7,m,f,m,1583,7576,17%,83%
7344,Saw IV,2007,80,m,m,m,825,4275,16%,84%
7349,The Lazarus Effect,2015,26,m,m,m,2000,3608,36%,64%
7358,Philomena,2013,40,m,f,m,5052,3617,58%,42%
7361,The Riot Club,2014,,f,m,f,1124,8333,12%,88%
7364,The Devil's Rejects,2005,22,m,m,m,3513,14289,20%,80%
7378,Four Lions,2010,,m,m,m,186,9760,2%,98%
7406,Snowpiercer,2013,4,m,m,m,1438,4921,23%,77%
7413,American Sniper,2014,372,m,m,m,1183,2859,29%,71%
7427,Unstoppable,2010,89,m,m,m,2839,5382,35%,65%
7446,Hellboy,2004,82,m,m,m,806,5472,13%,87%
7447,Identity Thief,2013,143,m,f,m,2833,5598,34%,66%
7466,Prince of Persia: The Sands of Time,2010,100,m,m,m,1558,6119,20%,80%
7475,Vacancy,2007,24,m,f,m,1337,3537,27%,73%
7502,Mystic River,2003,129,m,m,m,1051,9709,10%,90%
7516,Carrie,2013,37,m,m,m,5541,2766,67%,33%
7545,Run All Night,2015,27,m,m,m,787,6676,11%,89%
7554,The Gunman,2015,10,m,m,m,1078,4523,19%,81%
7557,Sleeping Beauty,2011,,f,f,f,1603,1493,52%,48%
7563,The Hurt Locker,2008,19,m,f,f,0,5392,0%,100%
7597,28 Weeks Later,2007,36,m,m,m,1019,2091,33%,67%
7623,Cyrus,2010,8,m,m,m,2547,4186,38%,62%
7624,"Jeff, Who Lives at Home",2011,4,m,f,m,1392,4315,24%,76%
7627,The Other Guys,2010,131,m,m,m,767,9845,7%,93%
7630,Anchorman: The Legend of Ron Burgundy,2004,117,m,m,m,2206,7864,22%,78%
7651,Jumper,2008,97,m,m,m,1356,7489,15%,85%
7657,Sherlock Holmes,2009,242,m,m,m,1200,8622,12%,88%
7659,Noah,2014,107,m,m,m,1341,4737,22%,78%
7681,Now You See Me,2013,126,m,m,m,1764,7339,19%,81%
7682,Push,2009,36,m,m,m,2826,2098,57%,43%
7695,The Descent,2005,35,m,m,m,4076,0,100%,0%
7696,Doomsday,2008,13,m,m,m,3610,7546,32%,68%
7698,My Big Fat Greek Wedding,2002,360,f,m,m,4632,3304,58%,42%
7706,Pain & Gain,2013,53,m,m,m,575,6621,8%,92%
7709,Selma,2014,55,m,m,f,1363,12101,10%,90%
7716,American Ultra,2015,14,m,m,m,2966,5227,36%,64%
7730,Kingsman: The Secret Service,2014,136,f,m,m,799,11513,6%,94%
7731,The Green Inferno,2013,7,m,m,m,2747,4021,41%,59%
7732,The Final Girls,2015,,m,m,m,5895,1988,75%,25%
7733,Terminator Genisys,2015,92,f,m,m,2204,6386,26%,74%
7737,You're Next,2011,20,m,m,m,2369,3416,41%,59%
7740,Sicario,2015,48,m,m,m,1438,5456,21%,79%
7742,The Rover,2014,1,m,m,m,1053,4603,19%,81%
7756,Straight Outta Compton,2015,166,m,m,m,675,9855,6%,94%
7763,Elysium,2013,99,m,f,m,2686,5888,31%,69%
7765,People Like Us,2012,13,m,m,m,4515,5351,46%,54%
7766,The Incredible Hulk,2008,163,m,m,m,1752,3730,32%,68%
7770,300,2006,280,m,m,m,1071,9348,10%,90%
7779,Insidious: Chapter 2,2013,89,m,m,m,2624,3585,42%,58%
7780,Hitch,2005,241,m,m,m,3631,6483,36%,64%
7808,Serendipity,2001,76,m,m,m,4173,4627,47%,53%
7820,Chef,2014,33,m,f,m,1978,7631,21%,79%
7822,The Maze Runner,2014,108,m,m,m,1155,8169,12%,88%
7829,Towelhead,2007,,m,m,m,4579,5120,47%,53%
7834,22 Jump Street,2014,204,m,m,m,1591,8355,16%,84%
7836,Southpaw,2015,54,m,m,m,2051,9235,18%,82%
7849,Gangster Squad,2013,49,m,m,m,991,8474,10%,90%
7858,Get Hard,2015,93,m,m,m,1064,9330,10%,90%
7860,Two Night Stand,2014,,m,m,m,5608,4713,54%,46%
7882,Lawless,2012,40,m,m,m,1097,9920,10%,90%
7901,Sorority Row,2009,13,m,m,m,6583,1993,77%,23%
7904,Final Destination 3,2006,71,m,m,m,4209,3947,52%,48%
7915,The Counselor,2013,18,m,m,m,656,2596,20%,80%
7924,Wanderlust,2012,18,m,m,m,3992,8991,31%,69%
7930,San Andreas,2015,159,m,m,m,1036,4322,19%,81%
7935,Blades of Glory,2007,149,m,m,m,1139,8559,12%,88%
7937,Everything Must Go,2010,2,m,m,m,316,6222,5%,95%
7942,Stranger Than Fiction,2006,53,m,f,m,4471,5758,44%,56%
7944,The Lego Movie,2014,274,m,f,m,1631,8573,16%,84%
7973,Seven Psychopaths,2012,16,m,m,m,634,10714,6%,94%
7974,Top Five,2014,26,m,m,m,3586,7035,34%,66%
7977,Sabotage,2014,11,m,m,m,3136,4623,40%,60%
7984,Cloudy with a Chance of Meatballs,2009,145,m,f,m,1495,5253,22%,78%
7986,Minions,2015,346,m,f,m,1828,1800,50%,50%
7991,"Monsters, Inc.",2001,445,m,f,m,399,10184,4%,96%
8007,A History of Violence,2005,42,m,m,m,2818,7891,26%,74%
8019,Calvary,2014,3,m,m,m,4003,4385,48%,52%
8021,The Guard,2011,5,m,m,m,698,9025,7%,93%
8029,The Hunger Games,2012,445,f,f,m,3799,4600,45%,55%
8045,Knight and Day,2010,84,m,m,m,4048,5426,43%,57%
8050,Gone in Sixty Seconds,2000,164,m,m,m,1362,8820,13%,87%
8056,Dope,2015,18,m,f,m,1347,6844,16%,84%
8057,A Most Wanted Man,2014,18,m,f,m,2938,6029,33%,67%
8094,Self/less,2015,12,m,m,m,1164,3734,24%,76%
8112,The Grey,2011,56,m,m,m,0,6838,0%,100%
8151,The Drop,2014,11,m,f,m,1497,6086,20%,80%
8170,Undertow,2004,,m,m,m,902,4652,16%,84%
8177,Solomon Kane,2009,,m,m,m,330,5579,6%,94%
8192,Cloverfield,2008,96,m,m,m,2205,4740,32%,68%
8194,Apollo 18,2011,19,m,m,m,0,2578,0%,100%
8197,The November Man,2014,26,m,m,m,1581,5404,23%,77%
8199,Rock of Ages,2012,42,m,m,m,778,3054,20%,80%
8208,Taken 2,2012,153,m,m,m,1908,4134,32%,68%
8209,3 Days to Kill,2014,32,f,m,m,4573,5575,45%,55%
8210,Runner Runner,2013,20,m,m,m,0,9999,0%,100%
8215,Silent Hill,2006,62,m,m,m,3109,652,83%,17%
8216,School of Rock,2003,117,m,m,m,1114,2958,27%,73%
8232,Love & Other Drugs,2010,35,m,m,m,3202,5063,39%,61%
8257,The Revenant,2015,147,m,m,m,0,5396,0%,100%
8275,The Fourth Kind,2009,29,m,m,m,4269,3986,52%,48%
8277,Cursed,2005,26,m,m,m,2615,3967,40%,60%
8350,Pirates of the Caribbean: The Curse of the Black Pearl,2003,440,m,m,m,1273,8550,13%,87%
8351,Pirates of the Caribbean: Dead Man's Chest,2006,561,m,m,m,1253,7827,14%,86%
8352,Pirates of the Caribbean: At World's End,2007,390,m,m,m,1679,6353,21%,79%
8382,Kingdom of Heaven,2005,64,m,m,m,864,6518,12%,88%
8405,The Recruit,2003,76,m,m,m,728,5795,11%,89%
8406,The Maiden Heist,2009,,m,m,m,1086,7526,13%,87%
8410,Brick Mansions,2014,21,m,m,m,728,7842,8%,92%
8471,Sinister,2012,52,m,m,m,2246,5325,30%,70%
8479,Blue Jasmine,2013,35,m,f,m,2747,884,76%,24%
8500,Captain America: The First Avenger,2011,194,m,f,m,747,5808,11%,89%
8524,The Adventures of Tintin,2011,85,m,f,m,0,5631,0%,100%
8525,Transcendence,2014,24,m,f,m,3040,5333,36%,64%
8543,21,2008,98,m,m,m,732,9088,7%,93%
8556,Lucky Number Slevin,2006,29,m,f,m,1764,10302,15%,85%
8564,The Martian,2015,235,m,m,m,2864,7353,28%,72%
8601,The Illusionist,2006,52,m,f,m,718,6624,10%,90%
8605,The Wolverine,2013,142,m,m,m,1237,7204,15%,85%
8612,The Family,2013,39,m,m,m,2329,8161,22%,78%
8649,Shrek 2,2004,610,m,m,m,890,2574,26%,74%
8655,Pitch Perfect,2012,71,f,f,m,5170,3591,59%,41%
8672,The 40-Year-Old Virgin,2005,147,m,m,m,2624,6634,28%,72%
8743,Blood Diamond,2006,76,m,m,m,1206,5075,19%,81%
8765,Brokeback Mountain,2005,112,f,m,m,411,3011,12%,88%
8770,The Cabin in the Woods,2012,45,m,m,m,2664,4339,38%,62%
8802,The Curious Case of Benjamin Button,2008,153,m,f,m,6542,6402,51%,49%
8807,The Dark Knight Rises,2012,489,m,m,m,1537,8682,15%,85%
8850,Forgetting Sarah Marshall,2008,76,m,m,m,3254,5746,36%,64%
8887,Green Lantern,2011,128,m,m,m,1582,7545,17%,83%
8911,"I, Robot",2004,203,m,m,m,2086,6207,25%,75%
9015,Moneyball,2011,82,m,m,m,511,13269,4%,96%
9017,Monsters University,2013,286,m,m,m,877,5733,13%,87%
9021,Mr. & Mrs. Smith,2005,252,m,f,m,2104,2734,43%,57%
9056,The Others,2001,148,m,m,m,6261,854,88%,12%
9222,Wedding Crashers,2005,283,m,m,m,3322,16459,17%,83%
9236,World War Z,2013,216,m,m,m,412,4569,8%,92%
9247,Lee Daniels' The Butler,2013,125,m,f,m,2359,6924,25%,75%
